owner,amount
0x16729fad4dfd9f7c50f3b52a5deaf842d2c609b7,495.1873553250466
0xa3ac5dd8e3395f67f846830ca2f1bac667520f7a,912.4231055299708
0xdd35da8ca48840afccd1096c993b5abf2bebdc11,1460.8750325658318
0xa943e039b1ce670873cccd4024ab959082fc6dd8,912.4787526605161
0x1048ecc822c1e13ac327de3c11f160caf10db86c,653.1522569356528
0x0a50fdfe3138a84fcd3b6bc6f3e008ef47b30d95,2473.1505737424177
0x718e6b5a669106c1e12e11769cc5cc3b9e4010cb,2847.022830085717
0x88b9a85cb72b654289d3653321ee8089b087dedc,996.310319132166
0xa1a6c802c3841c1a585e707d84ca2cf8717fc0ac,287.57348383967775
0x48b01c57a22ba0c8f5ceb9b8f910d7879d80ea32,1814.554419365684
0x236be8c3c76904a0432bc2a93b80838e29f86738,1036.5947038271813
0xf2ae12e1a8ac04abb639631fd65324b810cef6d8,463.0694215878969
0xb594128d9365ecf60f996ec725087ecc96efb928,2824.589777347861
0xd106f22e6d778e2b0e2d6b48597a8f9107aed599,170.9141859651985
0x633b7218644b83d57d90e7299039ebab19698e9c,3871.43885308817
0x6d48eaca0415ce15bbc28c408106d65b09a721d1,795.768568166137
0xd6d1e337dcbadb2a4a97b2e5246482316d58afa4,326.8198821582704
0x46da031692b5cb581fccffda30a7ec067abc8f8e,111.89974721875336
0xc3b836c68531e039b36b1e38a3b0c3a080ef3106,291.1662072756676
0x367b68554f9ce16a87fd0b6ce4e70d465a0c940e,1700.6794232341463
0x065fe57dd3a78ebbae86e3c3c072ef68e2624357,246.6246221173437
0x17459932ba566dcea03815340abd42bbde8cf974,224.9286619509575
0xf4f1d14aa3eca1315f6e0ad26b2af090ea0d548f,941.9456185584888
0x187a923eac2b9535574aa5f47e75d4ec05a57b6e,701.3825274897699
0x53a254880a3de7ceecf9389e384dd72beff897b3,1306.0355152103373
0xcdcebf1f28678eb4a1478403ba7f34c94f7ddbc5,3458.4984596147933
0x88c5d18e5354a8da41a831ac3217d1a5670875f5,221.14939002175277
0xa84b6da113c0279363dd1dcc7465677a4b0455a9,2272.01537038923
0xee1c49f1445be29869f4256af401da7680948525,255.49017032741926
0x517eae069a2777f0818ebb1854e873c11b933f5c,206.80236125573273
0xef5d92b78ca8e3c18d0eb272acd15f93525c8fed,601.7255446597361
0x52bde0ddb80a7f276d98dfa2a3b253196174e51f,171.8964704655434
0xe8228398616b81402be0f4fd42936820ac460cff,2351.0583394743408
0xa2d01e99061b9a5de953cb3e7f76c816074d0f0a,1798.3246312162148
0xf60440919090fce1b612216497f5cb61bfba4f47,162.09455980252014
0x9edfa0e550e4651c6b4f52d6af96af693a077b14,559.3495399998118
0x3e2fc8fef7d0fb19b774dca007adeb22690746fa,642.2793625861826
0x4df5d3121aca71ed6f049372470e7eba64dff606,5360.6538105525915
0x3fd19c662ed4a638d90c525ce04ea7a594b59cab,166.57288209109487
0x36b234746bc2cd3ddfa94e5d499683de6f0b5a85,156.19314540097062
0x4ae8a002d0e1a400d41dace88eb1ff11ea2a1cdf,299.4591630246838
0x3455fbb4d34c6b47999b66c83aa7bd8fddade638,2307.240247996417
0x2be059ce1e60ca636b5a71b77486ec967900d73f,617.9472827344431
0x8b146ed64ce6be400b584c037cab2f32fad39e76,164.17280933507044
0x796b24b3965d90b8a02e6d807845fb8afad9f0c5,2126.7151645140207
0x10a4f60b3cd2214b19e7a257b82ab25db504026e,389.06337976137354
0x3e0a16c68f7428dfe9852b66ab1c4b6345ce9f4c,113.38200566189782
0x7d352f6a6eae9f53fca21182b1f37164e7f73444,114.56789290382939
0x47fdea2db5a80e6039cfb177c536f9fd539f9204,293.7107807872467
0x43af919cde6a7b891941de309482c79404443d86,218.5492302287193
0xdaeada3d210d2f45874724beea03c7d4bbd41674,6850.916595142148
0xc865a0c7c3b03632a2070b87487108d6e0268420,236.95660378540884
0x21df5cf01268bf8834b9a730a0cb16ad91ca22bc,226.20533988905927
0x1301fbb864a416612cf6c34d10e8589b3253ada8,1115.4879198675546
0xf5f57701d278409bc44fbf2fcc69da372ea56d16,1933.8189093309736
0x6702dd7208b9817302e044134826315e35ec118b,376.4990339679654
0x44d0898cce16d7f21a5956aed20a13b42a128e8c,289.77606730735266
0x10f9d5bf3f08e355ccf783b0638ce76e93c68fbf,330.1373479194246
0x0cb1d4a24292bb89862f599ac5b10f42b6de07e4,9537.575406553353
0x273eff750cff304fd94e7c0cf86850b5ce0c36ba,194.18059912856538
0xd79ebacb73881bde1c88e00618bf58d88095b1f0,246.86676117977476
0x82a32ff61550ddbd623c3da9fa9bbb5b21ef5894,295.3642847005798
0x513eb44597d0209c5ddfc623b3fd11efd0369ed6,2970.7130831695663
0xa112e2eda348bec82ad9bc91e498db467a0a2ead,117.46108322736474
0x5427bdb4dcba250aac5a94f6902ffbd2919e025d,164.27893316878004
0xc35512f144302b8875a760e49c70433bf18a301b,126.4679371778219
0x0290afc150b17cbf79ba258bf01e0ee91dbc6f37,241.17909610114566
0x26e948fae2f76d1aabe18ff3baab5a1702e428f9,1040.2448078470954
0xd989990d14ed2f202ca845c990e3dd612be8467c,278.5790279508161
0x557068a9b7d66f97a61b97c80541eb17672e1e6f,4637.598703783533
0xedd77d21145fa99ae03689f7341e42750f9cf33c,4528.307466865491
0xe452420eede6a8075470a5decd40ef3e1f6d2493,126.82156663934525
0xf6540264081e9e5b640a9d207da4840e4bf57ed4,218.93589807354027
0x947130105e2aa64d06958016faeeb886ded10f11,214.53246730334868
0x5a10cf80a0ee6d6ec9f641102b69d0ba154856f9,415.79369850821683
0xd2ba9c2a9443600c3752c1340414c247f44e7baa,269.4270678546374
0x5b3dc5d1da4bdb8f67b49044e199deb394b95e92,503.2405436985681
0xabc0c0f969e0f32cd4a025c624d397dd4048f505,187.04179166654149
0x963c94e660acc8fb3d4314b95003450426b903da,2165.6573426585246
0x5b8bbaf3cad5668fbb61be18fd3da755cc178544,869.7681967499657
0x690a8d0515d1b3adb0dd09cd3e3e92907c7abd97,443.647879832343
0x1f522a3a51a7979d2516c31532ca9f9d641f95ff,166.36923506129855
0x606762c3b1f4578d5e1606e6b94fc6ae6d03bb61,1213.589051332608
0x337613a7ddf10560185a0619b942cf9445063b8f,166.6435556021188
0x14e42dc93e43866d2df677de83669a9cc8ed488e,242.51671518263672
0xe7f6194d899c8fa0960d685c07125ffaadba5d74,396.0606157835352
0x480d2214b94825f206b77e67555c5129a422ceeb,2175.5949913321574
0x2925a531ca97eca14ee3cd9a4f5db4a335b83618,516.9772237077634
0x02bcb9675727ade60243c3d467a3bf152142698b,680.8993655253898
0x82dbad31d3220f6e4e556ec16945c1a69f542696,294.0443651353315
0x44b622999365f3aac4268a5e5516f949f2b1aee8,2997.3037573145043
0x250da0756df758142c085a609dbbb28dd764e543,749.5332619267285
0x91dba278c611acbb9aba41d112532e66c117abe5,552.7242252860082
0x09d26faff205fc41ea2c8c01948ed0d197872461,1188.6219146491615
0x3cc9ee5615d996eae67f7a358c7c95e7065108c7,405.9598299697186
0xe3ce23668e3887a0b29258a538f4eeb5173692a6,348.12607607907916
0x49d56a0ae3608b683755cd54e2020134319213e5,4486.298129867479
0x33a0e5518a408a66401ac6e7c9047274557bf027,197.22734389383223
