vestingId,owner,amount,startDate,duration
0x6628cdc4bb0a4c4f043a3389cac3a4c3bc120a6987f6147f42b7ec6a03fd4012,0xdC793bab95af05C86c05d1Dec8Ec31420c7C0388,14400000000000000000000000,2022-07-07T22:00:00.000Z,208
0x2bdb5f00b8621fc83b725a8ea24dba7742e87393533bee15f99c800085fa7d08,0x7C2FbaCb4cEE34B56D3a1e6AE0F68c8c11780fC6,5600000000000000000000000,2022-07-07T22:00:00.000Z,208
0x176932df1a56bce8e6ad59bc495fb73ec26f8f1d1c9d16258a6390fd0f5de7f9,0xC8c06324cb9c2E9f66fF5Cd9Aa2b20dd70ae3329,4000000000000000000000000,2022-07-07T22:00:00.000Z,208
0x4a9bd529fd3d852c3e01043622475b37574a76b7a006e10e98fd484551cbf71a,0x56992b90Fd592785caE06E0D56e969f33112d13b,4000000000000000000000000,2022-07-07T22:00:00.000Z,208
0xde87fe1a10c0fb57c74932ea4e7c81ca5ff9bdece5bb691cf27ea9cddf316494,0xfB2aD9007F2D62a973f71Af206242eE4bD790b2C,4000000000000000000000000,2022-07-07T22:00:00.000Z,208
0xb0d947ca6b279389ea7354880717e5c7e4d8dba323d7c0b3dc6a9c9095ba5f5f,0xEB95fA1A130d3d4c2fbc6FC2120Cc23CE0876593,4000000000000000000000000,2022-07-07T22:00:00.000Z,208
0xfe0af33ccf25679d71b26531f8cb4f27df5e122e85ee5f20929cfabb9c857536,0x22D3Ca150B5cF4d23AC90683aDc44D21F3F887c9,3200000000000000000000000,2022-07-07T22:00:00.000Z,208
0xf98715ed919b9e0a9ceeb72ad75e2e7a248b3896ff842898df19859196a30b0c,0xC5422f64C330bCec122ADf22af69043F063F5863,400000000000000000000000,2022-07-07T22:00:00.000Z,208
0xd4254cf5e6dce43fa0734b0cca88e95705d516a09360b7c882a9771fac38b9a3,0xF294072C067c35FC6E56F1A431E4b1BB2eD6266E,1600000000000000000000000,2022-07-07T22:00:00.000Z,208
0x8e9ac64e29ba7bd15e8c01ff5ccd12ff3a42913c7a73edb39f5e36ccdacd6855,0xF2961617C402404A4BB0Cd3d83992b5B4C8090eE,1200000000000000000000000,2022-07-07T22:00:00.000Z,208
0xdb8c4d60ad1cc456bdb053ac5c72e2164c788c9161c3ab039e41e63b2ad51f26,0x9eB4fcDE121cEcD49c3c4A343A05F3517D9d0338,800000000000000000000000,2022-07-07T22:00:00.000Z,208
0x85e81623d28239099799fb8d6e91b16d32017e965236853db8fcaa5150802150,0x5DEB70C7066F0958Fb820AbcA119ACEB269440c1,800000000000000000000000,2022-07-07T22:00:00.000Z,208
0x560563a3eb6eccb9f1a8fe55c068b0b515be966b0f85e9a031141c240b726377,0xeFAf2d39b36Ba4436CB788f37e2196de8AE15af5,800000000000000000000000,2022-07-07T22:00:00.000Z,208
0x3443cafc38c6a9220aaf99c302a37b7925e0567958af40611ea11f4be667d142,0x53e9D1a2707A610364D04c073edF32889FC9c7d5,640000000000000000000000,2022-07-07T22:00:00.000Z,208
0xae0b236eecc5381f4edd66141936c0c03637ac8abad85c38a2cb8336e6224f96,0x49595c42a7Cf1713533e341fb0AB68372EEA21a1,400000000000000000000000,2022-07-07T22:00:00.000Z,208
0x635582b4a8dda95e2a3371f9bd5f7235bb645971d26a79b0759556db184b7a51,0xB82DefA0d91D9aF7AF2bFb9a2837dc2852Fa80bB,400000000000000000000000,2022-07-07T22:00:00.000Z,208
0x926b11d193b87afb9b38ec3c12bb43e1967814db31f8159b29fd2e87b503566b,0x026035133a1a83e63A154A5a7A68a59a1818f818,400000000000000000000000,2022-07-07T22:00:00.000Z,208
0xff5ebd6808aa52460b6949b81a1172c5a9bed36a259bb39b2a17291db3656a5f,0x737D4F42B6FdDc9474E42f222E0993830e2D353C,400000000000000000000000,2022-07-07T22:00:00.000Z,208
0x26b0f2602c47e18fa11675a9d13de399a7720e15f07920872cebd5b7d2eee0a1,0xfb1ca734579C3F2dC6DC8cD64A4f5D91891387C6,400000000000000000000000,2022-07-07T22:00:00.000Z,208
0x9229e8cfdffe2058ae1174d0529d5434d02bd688471027fa2ae86fd9b2f412e0,0xDce2E11FFA8BBA45662e56798d858Cad40949Ea8,320000000000000000000000,2022-07-07T22:00:00.000Z,208
0x2fed43a901fd5fe935a76bffdc39aae1b555c4578233c1cae271a9986c95c88a,0xA62712fA364B914861c376bF93294403CfbF09bF,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0xf6d562bc22f96b917b05d8dbd6252b166a25b106c423b19183992c506e514684,0x20B88570CE73F3342C45Bf53CCe1f12797FFc105,400000000000000000000000,2022-07-07T22:00:00.000Z,208
0xedeac6f749d1536e38745586d667282536a507d76620c4a4a53b6546cebb69a9,0x05BdEC598295048D1eBB60383d626159A7E0046A,400000000000000000000000,2022-07-07T22:00:00.000Z,208
0x70493429dbd9a27af728003e9229d7b854c7a8b28beec5a878b4eed36010954f,0x1c816392a10242622bebba0E0905648DBEb5c1fA,236000000000000000000000,2022-07-07T22:00:00.000Z,208
0x86efeceb584857671864754cc5e46e03930020057af633f8fe244c5a3511b710,0xC45Fb66fa976BfD5d9aBB2a4B9cA2CF9769AD34F,160000000000000000000000,2022-07-07T22:00:00.000Z,208
0x8034514c48ddadf72fe62a2c3894cb08c8641588cd69f10984241676c81e6299,0xF7B5347699E1e9276EC3bD3E3C70459935f7D9fe,160000000000000000000000,2022-07-07T22:00:00.000Z,208
0x890df68e5f552e5bda9a21eb406d08e6e0cbb0f03675636601385452cba4db64,0x13183F63E53613f3b57bc3D6b104106c2e7052cd,160000000000000000000000,2022-07-07T22:00:00.000Z,208
0x86a054dab7a6f5370dc632e5537a8697134f0a77d9709fa101b955b478704430,0xA599a9ed86A55c46f6A92F5bdfCeee919f5A793b,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x67a5bfae91ef539d97bfc2f31121ccb5b19163901c84e5dfdf3e4b697caeda22,0x22Be67f0715835526a06a227ba9c8AffA3F7FE5f,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x7eac928567d051b21aef379708b9c386fe4ee6291fdf75eb718278492238884e,0xb9f8a0B1Deb28829F5D2163c0687D1484A2a122a,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x88f38f0b443228553449b891c2c20fc8db10bd97fb38a3de42f22dd6645c1f4b,0x7F7CF4eea34782A528D2b19D701b09c2A718858b,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x8a808f3ee8fc0a4fdc22bb7053963b395a133cf7c70b39e84a352c7839ec4c8b,0x0f4D5A03E4341157b53dF26971BA12dbAEAa244C,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x28d1fb2f062288071ee35b692ee1f63c742b9a778113537fc67a2aa8c8c00438,0xdaF8E0F5d3Cfcb4c4EE166e94BA3660e8944c1E7,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x49af6e64aeeb641ceba2717922646909f5b8c8c665d825c530484725334b284d,0x4B99E0a870432AC1dCDd870f25C8BeeC6613EBb7,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0xf8f630d1f772928e889d88bd2a32b570d549034554a950deb17a78deb4b14c63,0xD669a11368Ff06875b81158c01072ca593F7D64e,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x51ff79d4020e22f10ba46187ab5c678779dcd2828bcae47a118448332ad37417,0x77DC0e1B25C7874677b85968cEc352282271e661,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0xc22c9e5ed8b47a2aeeaa09a2071dec8c1516f3e1a4c65518e4c42d0f451cb04a,0xa507C638077e35c32507afa961d123258400AEB6,40000000000000000000000,2022-07-07T22:00:00.000Z,208
0xd420408190a8c4a1aeaee538737743a042f5c79217aaaf9bda26d4e0fea3e31b,0xF7aa9c1dc1B3399486CCbF593519000fC7c491B1,40000000000000000000000,2022-07-07T22:00:00.000Z,208
0x31e80edcae3ef87de1f86e556b03627504509f44824ad0e4c5e6a485d266ab80,0xbF3DBA4FD32d52528AbEA17228982B53b82614aB,40000000000000000000000,2022-07-07T22:00:00.000Z,208
0xafc189710d45df51f5865c826f3d46839724b0b0c776a1a2783249b61342bdae,0xf8E644e6baf6329c45E3e4fC3C4a7e8B8161eA75,40000000000000000000000,2022-07-07T22:00:00.000Z,208
0xed599eab9d4926b4ac1907189495c06a58caaf6e5c42c4b49b83723df0a6bc6f,0x526EE496587228AAb47B0D9b078D36B7DE17ddd9,36000000000000000000000,2022-07-07T22:00:00.000Z,208
0x501becc139a20ff5e3d4cfccde5f0d3ca1267319a1c0bd9bfb8b813ae9e3e042,0x1C8526D7b0F9B6b24Efeae8f21a97E73F4d4bEc2,20000000000000000000000,2022-07-07T22:00:00.000Z,208
0xa77f5a6c74a1cb3bac857fa54ce7666fe228cd8abcdb532044e134394c0859af,0xb8C508Af78Eb1e5Ea42cF6EaC763a6B406De368d,20000000000000000000000,2022-07-07T22:00:00.000Z,208
0x38e74a3ce6c0c784de0487d923933348a280877819c683e5859619111fd878d5,0xBc6c1c26190742e51a5DB928648305ffCC6ccc42,20000000000000000000000,2022-07-07T22:00:00.000Z,208
0xf540a471692f695b797ea38d419bfa6ab091672fad36f303aefcf572ebfa370d,0x462aE7De87C440D792D8d817B6f09C9Fb258C2e9,20000000000000000000000,2022-07-07T22:00:00.000Z,208
0x677f9a5fc84552d342e9f93915eb73dca6650199a0f386231ab898ada77bfd1b,0x69933bf60B3563c6A9Cf5B642D4AC4602DBC060A,20000000000000000000000,2022-07-07T22:00:00.000Z,208
0xd0f4369f4b884e597b2e9969c9e8ac492d77e6b2853449c28f2dd97e41da5e6b,0x9764AAE8826946d60F55a730FD172D8bED00eA65,20000000000000000000000,2022-07-07T22:00:00.000Z,208
0x16c828f8cceb0b69f68e04e575fd2c19edc69ff7958501b16097340a10e041f8,0xC828ab0d20E27aDA6d1e37cd77fB4C19A82625AF,20000000000000000000000,2022-07-07T22:00:00.000Z,208
0x2d6efd2ca86caf944b1bc6bb066be118ec5a097ad9f9e806cb8645b495eb58b1,0xEE7Eba09acF0117bB429cEEE8c90a9f04f7f444e,32000000000000000000000,2022-07-07T22:00:00.000Z,208
0x1b5e7e957bb180562da63890d0155b7d5650bb1064611f2ef2ed1c76a57c98cb,0x6446e16eC227114696e22b7C037E58BD2056A1D9,800000000000000000000000,2022-07-07T22:00:00.000Z,208
0x0c6c9ef1b3f1b1e976dea29bf210d2199190dad954098b0484a66d5591af3b9c,0x0c51caed38E25117b60dA4519e9F56d57Fccde48,800000000000000000000000,2022-07-07T22:00:00.000Z,208
0x4ab6a53c68166b6ab4dab4c1aafe50e205526aecf35e9a71dc48950096e29dea,0x9C668C3C566F55551a9a2920d9Ed277039979a65,800000000000000000000000,2022-07-07T22:00:00.000Z,208
0x1c27048887891e683f350a26a2567d5c0e102f4eec42de46a40684be6d7988b4,0xef813576f907D3b1Be56F9C20a8eC91ad0D65bF2,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0xfaa6145f1f52f28cd3ccbbaba59624ff7ec9a0185fc9a32d098a4441d24bafd5,0xb04513af0505CE8EDaD80941f922172F9a667282,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x63ad4184aa70a8d174249ccfdd62f25013dd2fd539a6ea50bd07dd42d1bfa66f,0x3963b8f0A076578F0b74ee719c1a17904E4fF70e,80000000000000000000000,2022-07-07T22:00:00.000Z,208
0x17d10d42d8028829cfd94fe7d0e846938c1fd5523a0d9acf62b12515f2fd5ede,0x1171D262A6A1c63EEDeD74a586775B433c56036d,32000000000000000000000,2022-07-07T22:00:00.000Z,208
0xe70435ac76ce3a47464267ad2be0566556d00621ff3c647415d48f480730cd4f,0xB5D2C58b822EceAb0916157dcd92712B6Ee73c15,20000000000000000000000,2022-07-07T22:00:00.000Z,208
0x9e583f810f76709b975fc88f90f11b003c3959612ef2ef7d0b8857caaf99b85a,0xfC9527b817842E15ad11853012175F715d5A45D2,20000000000000000000000,2022-07-07T22:00:00.000Z,208
